alfalfa_id	clover_id	log2foldchange	alfalfa_GO	clover_GO	alfalfa_functional_prediction	clover_functional_prediction
Cluster-2.21447	Cluster-3554.25708	-6.40492508789741	None	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0005886,GO:0005911,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009506,GO:0009507,GO:0009536,GO:0009719,GO:0009725,GO:0009735,GO:0009987,GO:0010033,GO:0010467,GO:0015935,GO:0016020,GO:0016070,GO:0016072,GO:0022613,GO:0022626,GO:0022627,GO:0030054,GO:0031974,GO:0031981,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0042221,GO:0042254,GO:0042274,GO:0042788,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0055044,GO:0070013,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990904	None	Belongs to the eukaryotic ribosomal protein eS6 family
Cluster-2.31170	Cluster-3554.18989	-7.40465553870559	GO:0002376,GO:0006457,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0009814,GO:0009816,GO:0009987,GO:0042742,GO:0043207,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0061077,GO:0098542	None	heat shock protein	heat shock protein
Cluster-11076.1	Cluster-3554.32002	-5.80684318299521	GO:0016021, GO:0005506, GO:0050046, GO:0006633, GO:0055114	GO:0016021, GO:0005506, GO:0050046, GO:0006633, GO:0055114	Putative delta(7)-sterol 5(6)-desaturase	Putative delta(7)-sterol 5(6)-desaturase
Cluster-2.50075	Cluster-3554.16059	-5.9709316690522	GO:0004332, GO:0006096	GO:0005737, GO:0004332, GO:0006096	Putative fructose-bisphosphate aldolase	Fructose-bisphosphate aldolase, cytoplasmic isozyme 2
Cluster-2.59462	Cluster-3554.26642	-6.1006035549263	None	GO:0005634, GO:0005737	None	Putative BolA protein
Cluster-6781.0	Cluster-3554.2188	-6.87444401248189	GO:0005783, GO:0016021, GO:0005506, GO:0080132, GO:0006633, GO:0055114	GO:0005783, GO:0016021, GO:0005506, GO:0080132, GO:0006633, GO:0055114	Putative fatty acid hydroxylase	Putative fatty acid hydroxylase
Cluster-2.16182	Cluster-3554.23646	-11.5855114668653	None	None	None	None
Cluster-2.47656	Cluster-3554.19515	-5.26861483601459	None	GO:0016020	None	Late_nodulin_protein
Cluster-9175.0	Cluster-3554.16825	-9.47436261003018	None	GO:0003674,GO:0005215,GO:0005372,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006833,GO:0008150,GO:0015250,GO:0015267,GO:0015318,GO:0016020,GO:0016021,GO:0022803,GO:0022838,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042044,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	Belongs to the MIP aquaporin (TC 1.A.8) family	Belongs to the MIP aquaporin (TC 1.A.8) family
Cluster-2.51387	Cluster-3554.34167	-6.2968961075266	GO:0005524	GO:0005783, GO:0016021, GO:0005524, GO:0032440, GO:0055114	Putative Heat shock protein 70 family	Putative Heat shock protein 70 family
Cluster-2.13079	Cluster-3554.11480	-9.72636304099018	None	None	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
Cluster-2.7482	Cluster-3554.5809	-5.54118485482962	None	GO:0005622, GO:0009055, GO:0015035, GO:0035556, GO:0045454, GO:0055114	None	Putative winged helix-turn-helix DNA-binding domain, thioredoxin-like protein
Cluster-2.2527	Cluster-3961.2	-6.96437307847462	None	None	None	hypothetical protein
Cluster-2.47785	Cluster-3554.16074	-8.64355025094646	None	None	BURP domain	Putative BURP domain-containing protein
Cluster-2.13734	Cluster-3554.33844	-7.2474245378108	GO:0005886, GO:0016021, GO:0015171, GO:0003333, GO:0032973, GO:0043090, GO:0080144	GO:0005886, GO:0016021, GO:0015171, GO:0003333, GO:0032973, GO:0043090, GO:0080144	Putative EamA domain-containing protein	Putative EamA domain-containing protein
Cluster-5909.0	Cluster-3554.20386	-8.38434094746985	GO:0016021	GO:0016021	Putative arabinogalactan peptide, AGP	Putative arabinogalactan peptide, AGP
Cluster-2.19515	Cluster-3554.6047	-8.11184699037194	None	GO:0016021, GO:0016491, GO:0055114	None	hypothetical protein
Cluster-2.30564	Cluster-3554.23028	-9.84735211997812	None	None	None	None
Cluster-2.42473	Cluster-3554.20955	-5.56934134685732	GO:0000003,GO:0000910,GO:0001067,GO:0001101,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006808,GO:0006810,GO:0006950,GO:0006970,GO:0006972,GO:0007049,GO:0007154,GO:0007165,GO:0008150,GO:0009314,GO:0009416,GO:0009628,GO:0009639,GO:0009651,GO:0009719,GO:0009723,GO:0009725,GO:0009737,GO:0009739,GO:0009740,GO:0009751,GO:0009753,GO:0009755,GO:0009863,GO:0009867,GO:0009889,GO:0009892,GO:0009893,GO:0009894,GO:0009937,GO:0009938,GO:0009966,GO:0009968,GO:0009987,GO:0010029,GO:0010033,GO:0010187,GO:0010218,GO:0010232,GO:0010233,GO:0010453,GO:0010454,GO:0010468,GO:0010476,GO:0010556,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0010648,GO:0014070,GO:0019219,GO:0019222,GO:0022402,GO:0022414,GO:0023051,GO:0023052,GO:0023057,GO:0031323,GO:0031326,GO:0032501,GO:0032870,GO:0033206,GO:0033993,GO:0035690,GO:0040008,GO:0042176,GO:0042221,GO:0042493,GO:0042538,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0045595,GO:0045596,GO:0045926,GO:0046677,GO:0048518,GO:0048519,GO:0048523,GO:0048580,GO:0048581,GO:0048583,GO:0048585,GO:0048638,GO:0048640,GO:0048831,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051171,GO:0051179,GO:0051234,GO:0051239,GO:0051241,GO:0051246,GO:0051252,GO:0051301,GO:0051321,GO:0051716,GO:0060255,GO:0061640,GO:0065007,GO:0070887,GO:0071229,GO:0071236,GO:0071310,GO:0071370,GO:0071395,GO:0071396,GO:0071407,GO:0071446,GO:0071495,GO:0080050,GO:0080090,GO:0097159,GO:0097305,GO:0140110,GO:1900032,GO:1900033,GO:1900140,GO:1901363,GO:1901700,GO:1901701,GO:1903046,GO:1903506,GO:1905613,GO:1905614,GO:1905622,GO:2000024,GO:2000026,GO:2000033,GO:2000034,GO:2000112,GO:2000241,GO:2000377,GO:2001141	GO:0005634, GO:0000989, GO:0003700, GO:0043565, GO:0006351, GO:0006355, GO:0009723, GO:0009737, GO:0009863, GO:0009867, GO:0009938, GO:0010187, GO:0042538, GO:2000033, GO:2000377	Belongs to the GRAS family	Putative transcription factor GRAS family
Cluster-5621.0	Cluster-3554.27346	-7.72014899324715	None	None	hypothetical protein	hypothetical protein
Cluster-2.9067	Cluster-3554.21643	-9.71750504923081	GO:0016021, GO:0004672, GO:0005524, GO:0006468	None	Zinc_knuckle	Zinc_knuckle
Cluster-2.41804	Cluster-3554.18393	-6.25953321055022	None	None	transposition, RNA-mediated	None
Cluster-2.2384	Cluster-3554.32923	-6.44940379646175	None	GO:0008113, GO:0006979, GO:0030091, GO:0055114	None	Putative peptide-methionine (S)-S-oxide reductase
Cluster-2.3120	Cluster-3554.16124	-7.82907794652719	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005798,GO:0005829,GO:0005911,GO:0006810,GO:0006888,GO:0006890,GO:0006891,GO:0008150,GO:0009506,GO:0012505,GO:0012506,GO:0016020,GO:0016192,GO:0030054,GO:0030117,GO:0030120,GO:0030126,GO:0030135,GO:0030137,GO:0030659,GO:0030660,GO:0030662,GO:0030663,GO:0031090,GO:0031410,GO:0031982,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0048193,GO:0048475,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055044,GO:0097708,GO:0098588,GO:0098796,GO:0098805	GO:0030126, GO:0005198, GO:0006886, GO:0016192	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins	Putative adaptor protein complex AP-4, epsilon subunit
Cluster-12117.0	Cluster-3554.8480	-5.33105993539578	GO:0016021, GO:0008270, GO:0061630, GO:0000209, GO:0042787, GO:0043161	GO:0016021, GO:0008270, GO:0016874, GO:0061630, GO:0000209, GO:0042787, GO:0043161	Putative transcription factor C2H2 family	Putative transcription factor C2H2 family
Cluster-2.10855	Cluster-3554.15148	-10.6513602224918	None	None	None	None
Cluster-2.17298	Cluster-3554.30514	-5.63674329581256	None	GO:0005618, GO:0016021, GO:0030599, GO:0045330, GO:0046910, GO:0042545, GO:0043086, GO:0045490	Mitochondrial protein	Putative pectinesterase
Cluster-2.20134	Cluster-3554.39034	-8.44714472478005	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0008150,GO:0008374,GO:0009987,GO:0012505,GO:0016407,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0071554	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0008150,GO:0008374,GO:0009987,GO:0012505,GO:0016407,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0071554	Protein trichome birefringence-like 2	Protein trichome birefringence-like 2
Cluster-2.42243	Cluster-3554.25708	-5.99949851613532	None	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0005886,GO:0005911,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009506,GO:0009507,GO:0009536,GO:0009719,GO:0009725,GO:0009735,GO:0009987,GO:0010033,GO:0010467,GO:0015935,GO:0016020,GO:0016070,GO:0016072,GO:0022613,GO:0022626,GO:0022627,GO:0030054,GO:0031974,GO:0031981,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0042221,GO:0042254,GO:0042274,GO:0042788,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0055044,GO:0070013,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990904	Belongs to the eukaryotic ribosomal protein eS6 family	Belongs to the eukaryotic ribosomal protein eS6 family
Cluster-2.55532	Cluster-3554.43466	-5.86990382481573	None	None	hypothetical protein	hypothetical protein
Cluster-2.51645	Cluster-3554.37298	-5.03875366700576	GO:0016021, GO:0004674, GO:0004714, GO:0005524, GO:0030247, GO:0018108	GO:0005886, GO:0030176	Putative glycerophosphodiester phosphodiesterase, protein kinase RLK-Pelle-LRK10L-2 family	Putative translocation protein Sec63
Cluster-9694.0	Cluster-3554.33933	-5.26975894607243	GO:0002252,GO:0002376,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005911,GO:0006950,GO:0006952,GO:0007275,GO:0007568,GO:0008150,GO:0009506,GO:0009507,GO:0009536,GO:0009605,GO:0009607,GO:0009615,GO:0010150,GO:0016020,GO:0030054,GO:0031224,GO:0031225,GO:0031226,GO:0032501,GO:0032502,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046658,GO:0048366,GO:0048367,GO:0048731,GO:0048827,GO:0048856,GO:0050896,GO:0051607,GO:0051704,GO:0051707,GO:0055044,GO:0071944,GO:0090693,GO:0098542,GO:0099402	GO:0002252,GO:0002376,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005911,GO:0006950,GO:0006952,GO:0007275,GO:0007568,GO:0008150,GO:0009506,GO:0009507,GO:0009536,GO:0009605,GO:0009607,GO:0009615,GO:0010150,GO:0016020,GO:0030054,GO:0031224,GO:0031225,GO:0031226,GO:0032501,GO:0032502,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046658,GO:0048366,GO:0048367,GO:0048731,GO:0048827,GO:0048856,GO:0050896,GO:0051607,GO:0051704,GO:0051707,GO:0055044,GO:0071944,GO:0090693,GO:0098542,GO:0099402	YLS9-like	YLS9-like
Cluster-2.36252	Cluster-3554.27628	-5.10024815019096	GO:0009535, GO:0009539, GO:0016021, GO:0005506, GO:0009055, GO:0020037, GO:0009767	GO:0009535, GO:0009539, GO:0016021, GO:0005506, GO:0009055, GO:0020037, GO:0009767	Cytochrome b559 subunit alpha	Cytochrome b559 subunit alpha
Cluster-9193.0	Cluster-10916.0	-7.08845085480984	None	None	Core-2 I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	Core-2 I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
Cluster-2.33407	Cluster-3554.14104	-7.37495046862675	None	GO:0005634, GO:0005737, GO:0004674, GO:0005524, GO:0006897, GO:0008360, GO:0016055, GO:0018105	None	Putative protein kinase CK1-CK1 family
Cluster-2.31508	Cluster-3554.27468	-9.90802327839967	GO:0001666,GO:0003674,GO:0005215,GO:0005342,GO:0005372,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006833,GO:0006855,GO:0006950,GO:0008028,GO:0008150,GO:0008509,GO:0008514,GO:0009628,GO:0012505,GO:0015075,GO:0015103,GO:0015105,GO:0015129,GO:0015250,GO:0015267,GO:0015318,GO:0015698,GO:0015700,GO:0015711,GO:0015718,GO:0015727,GO:0015849,GO:0015850,GO:0015893,GO:0016020,GO:0016021,GO:0022803,GO:0022838,GO:0022857,GO:0031224,GO:0031226,GO:0031347,GO:0034220,GO:0035873,GO:0036293,GO:0042044,GO:0042221,GO:0042493,GO:0042891,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046685,GO:0046942,GO:0046943,GO:0048583,GO:0050789,GO:0050896,GO:0051179,GO:0051181,GO:0051234,GO:0055085,GO:0065007,GO:0070482,GO:0071702,GO:0071944,GO:0080134,GO:0080170,GO:0098656,GO:1901618,GO:1903825,GO:1905039	GO:0005887, GO:0015250, GO:0015254, GO:0006833, GO:0009992, GO:0015793, GO:0034220	Belongs to the MIP aquaporin (TC 1.A.8) family	Putative major intrinsic protein
Cluster-2.2506	Cluster-3554.21029	-7.07903542233409	None	GO:0005789, GO:0005829, GO:0016021, GO:0003958, GO:0010181, GO:0009698, GO:0009737, GO:0055114	None	NADPH--cytochrome P450 reductase
Cluster-2.44222	Cluster-3554.16970	-5.42162601673096	None	GO:0005634, GO:0005737, GO:0016021, GO:0004683, GO:0005509, GO:0005516, GO:0005524, GO:0009931, GO:0009608, GO:0009877, GO:0018105, GO:0035556, GO:0046777	None	Calcium and calcium/calmodulin-dependent serine/threonine-protein kinase CAMK-CAMK1-DCAMKL family
Cluster-2.2313	Cluster-3554.24969	-5.67605167882722	None	None	Putative Late nodulin	Putative Late nodulin
Cluster-2.6641	Cluster-3554.19962	-7.35289527349103	None	GO:0005634, GO:0003677, GO:0006351, GO:0006355	None	Putative transcription factor B3-Domain family
Cluster-2.24655	Cluster-3554.18476	-12.2964164791115	None	None	None	Late_nodulin_protein
Cluster-2.46340	Cluster-3554.25957	-6.79532255302842	None	GO:0005737, GO:0000166, GO:0003938, GO:0046872, GO:0006177, GO:0055114	None	Inosine-5'-monophosphate dehydrogenase
Cluster-9825.0	Cluster-3554.22995	-9.44521545131793	None	None	None	None
Cluster-2.26695	Cluster-3554.24500	-5.13790157594871	GO:0016021, GO:0046872, GO:0009878	None	Late_nodulin_protein	disease resistance
Cluster-2.39663	Cluster-3554.20766	-7.42006186919076	GO:0001732,GO:0002181,GO:0002183,GO:0002188,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005852,GO:0005886,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043614,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0071540,GO:0071541,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	GO:0005829, GO:0005852, GO:0005886, GO:0016282, GO:0033290, GO:0003743, GO:0001731, GO:0006446	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation	Putative proteasome component (PCI) domain, eukaryotic translation initiation factor 3 subunit A
Cluster-2.4424	Cluster-3554.4650	-5.30723596882722	None	None	Putative pirin, rmlC-like jelly roll	Putative pirin, rmlC-like jelly roll
Cluster-2.25626	Cluster-3554.37932	-6.72163964687676	None	None	None	Embryo-specific protein 3, (ATS3)
Cluster-2.56515	Cluster-3554.7928	-6.33204071944805	None	GO:0005737, GO:0003872, GO:0005524, GO:0046872, GO:0006002, GO:0061615	None	Putative 6-phosphofructokinase
Cluster-2.536	Cluster-3554.22334	-12.9991442515951	None	None	None	hypothetical protein
Cluster-2.12442	Cluster-3554.18941	-5.24200634192895	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006857,GO:0008150,GO:0015833,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0035672,GO:0035673,GO:0042886,GO:0042887,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:1904680	GO:0016021, GO:0055085	oligopeptide transporter	Putative oligopeptide transporter, OPT superfamily
Cluster-2.3587	Cluster-3554.27697	-5.10449762701886	None	None	Putative oxidoreductase	Putative oxidoreductase
Cluster-10801.0	Cluster-3554.17018	-9.08496475691233	GO:0046872, GO:0009878	None	Late_nodulin_protein	Late_nodulin_protein
Cluster-4301.0	Cluster-3554.15872	-5.97663962232723	None	GO:0016740	gag-polypeptide of LTR copia-type	Putative RNA-directed DNA polymerase
Cluster-2.60838	Cluster-3554.17377	-5.53305978820948	None	None	Putative ribosomal RNA-processing protein	Putative ribosomal RNA-processing protein
Cluster-2.28500	Cluster-3554.26264	-10.3564350418293	GO:0009505, GO:0016021, GO:0004190, GO:0006508, GO:0030163	GO:0046872, GO:0009878	Late_nodulin_protein	Putative Late nodulin
Cluster-2.50467	Cluster-2525.0	-5.9519705823847	None	None	None	Putative ENT domain, Agenet domain, plant type, protein EMSY-LIKE, plant
Cluster-7892.0	Cluster-3554.27442	-5.77983760214557	GO:0005634, GO:0031386, GO:0016925	GO:0005634, GO:0031386, GO:0016925	Putative Ubiquitin domain-containing protein	Putative Ubiquitin domain-containing protein
Cluster-2.19526	Cluster-3554.23695	-6.28669744416246	GO:0016021, GO:0046872, GO:0009878	GO:0016021, GO:0046872, GO:0009878	Putative Late nodulin	Putative Late nodulin
Cluster-2.29262	Cluster-3554.20189	-7.20380985124005	GO:0003674,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005758,GO:0006091,GO:0006119,GO:0006122,GO:0006123,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0010336,GO:0015980,GO:0016310,GO:0017144,GO:0019637,GO:0019646,GO:0019693,GO:0022900,GO:0022904,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0034641,GO:0042592,GO:0042773,GO:0042775,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0046872,GO:0046914,GO:0048878,GO:0050801,GO:0055081,GO:0055086,GO:0055088,GO:0055114,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	GO:0005758, GO:0070469, GO:0009055, GO:0020037, GO:0046872, GO:0006122, GO:0006123	Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex, the final protein carrier in the mitochondrial electron-transport chain	Putative cytochrome c, class IA/ IB
Cluster-2.27081	Cluster-3554.26211	-5.9606568380038	None	GO:0016021, GO:0043662, GO:0009399, GO:0009877	None	Nodulin-25
Cluster-2.61845	Cluster-9957.0	-6.35353120053453	None	None	None	Putative sterile alpha motif/pointed domain-containing protein
Cluster-2.16524	Cluster-3554.41981	-6.67202375851006	None	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0012505,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	None	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
Cluster-2.3098	Cluster-3554.18288	-6.21542573762294	None	None	None	Putative C2 domain-containing protein
Cluster-2.38443	Cluster-3554.14163	-5.83486599310748	None	GO:0003676, GO:0008270	None	Putative transcription factor C2H2 family
Cluster-2.22802	Cluster-3554.33028	-6.38396435215456	None	GO:0004714, GO:0005524, GO:0016787, GO:0018108	None	Putative protein kinase RLK-Pelle-PERK-2 family
Cluster-2.62500	Cluster-3554.24500	-5.59157368650965	None	None	None	disease resistance
