alfalfa_id	clover_id	log2foldchange	alfalfa_GO	clover_GO	alfalfa_functional_prediction	clover_functional_prediction
Cluster-2.37778	Cluster-8946.0	5.01509282807838	GO:0000784, GO:0003684, GO:0035312, GO:0006303, GO:0031848, GO:0036297	GO:0000784, GO:0003684, GO:0016740, GO:0035312, GO:0006303, GO:0031848, GO:0036297, GO:0090305	Putative metallo-beta-lactamase	Putative metallo-beta-lactamase
Cluster-2.53872	Cluster-3554.23430	7.3399698997625	None	None	Serine threonine-protein phosphatase 2A 65 kDa regulatory subunit A	None
Cluster-2.5893	Cluster-3554.40883	5.01924167068319	GO:0000003,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0007275,GO:0008150,GO:0009507,GO:0009536,GO:0009790,GO:0009791,GO:0009793,GO:0010035,GO:0010038,GO:0010154,GO:0022414,GO:0032501,GO:0032502,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0046686,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0061458	GO:0005737, GO:0003676, GO:0004816, GO:0005524, GO:0006421	asparagine--tRNA ligase, cytoplasmic	Putative asparagine--tRNA ligase
Cluster-2.33213	Cluster-8109.2	6.02679701364623	None	None	Ribosomal protein-like protein	Ribosomal protein-like protein
Cluster-2.40141	Cluster-3554.17393	7.25326855911719	None	None	None	None
Cluster-2.9043	Cluster-12630.0	5.42282387494413	GO:0009507, GO:0016021, GO:0008483, GO:0030170, GO:0042286, GO:0042802, GO:0006782, GO:0015995	GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0048046	Glutamate-1-semialdehyde 2,1-aminomutase	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
Cluster-2.55538	Cluster-3554.43507	6.25364213177191	GO:0016021, GO:0003840, GO:0006749	None	Putative gamma-glutamyltransferase, Glutathione hydrolase	None
Cluster-2.365	Cluster-3554.19743	6.47988559652028	GO:0004416, GO:0019243	None	Putative hydroxyacylglutathione hydrolase	None
Cluster-2.36834	Cluster-3554.37105	11.6822926708017	GO:0016021, GO:0046872, GO:0009878	GO:0016021, GO:0046872, GO:0009878	Putative Late nodulin	Putative Late nodulin
Cluster-2.49148	Cluster-7228.2	8.12235442532164	GO:0003674,GO:0005215,GO:0005319,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0008028,GO:0008150,GO:0008509,GO:0008514,GO:0009605,GO:0009607,GO:0009624,GO:0010119,GO:0010876,GO:0015075,GO:0015318,GO:0015665,GO:0015711,GO:0015718,GO:0015849,GO:0015850,GO:0016020,GO:0022857,GO:0033036,GO:0034220,GO:0043207,GO:0044464,GO:0046864,GO:0046865,GO:0046942,GO:0046943,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0055085,GO:0065007,GO:0071702,GO:0071944,GO:0080168,GO:0090440,GO:0098656,GO:1901618,GO:1903825,GO:1905039	GO:0003674,GO:0005215,GO:0005319,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0008028,GO:0008150,GO:0008509,GO:0008514,GO:0009605,GO:0009607,GO:0009624,GO:0010119,GO:0010876,GO:0015075,GO:0015318,GO:0015665,GO:0015711,GO:0015718,GO:0015849,GO:0015850,GO:0016020,GO:0022857,GO:0033036,GO:0034220,GO:0043207,GO:0044464,GO:0046864,GO:0046865,GO:0046942,GO:0046943,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0055085,GO:0065007,GO:0071702,GO:0071944,GO:0080168,GO:0090440,GO:0098656,GO:1901618,GO:1903825,GO:1905039	Protein NRT1 PTR FAMILY 4.5-like	Protein NRT1 PTR FAMILY 4.5-like
Cluster-2.22881	Cluster-3554.23745	9.34336631624043	None	None	None	None
Cluster-2.18063	Cluster-3554.40311	5.35830110835339	None	None	hypothetical protein	hypothetical protein
Cluster-2.45744	Cluster-4024.0	6.66191499186669	GO:0005829, GO:0016206, GO:0046983, GO:0019438, GO:0032259	GO:0005829, GO:0016206, GO:0046983, GO:0019438, GO:0032259	Putative amine N-methyltransferase	Putative amine N-methyltransferase
Cluster-2.45122	Cluster-3554.43709	5.36460764479758	GO:0034038, GO:0050514, GO:0008612, GO:0009553, GO:0050983	GO:0034038, GO:0050514, GO:0008612, GO:0009553, GO:0050983	Putative deoxyhypusine synthase	Putative deoxyhypusine synthase
Cluster-2.22813	Cluster-3554.21196	8.35822149489084	GO:0016021, GO:0046872, GO:0009878	None	Putative Late nodulin	None
Cluster-2.61377	Cluster-9335.0	5.40556291147207	GO:0005737, GO:0046914, GO:0030001, GO:0046916	None	hypothetical protein	hypothetical protein
Cluster-2.31083	Cluster-12704.0	9.18187743336182	GO:0000244,GO:0000375,GO:0000377,GO:0000387,GO:0000398,GO:0003674,GO:0003676,GO:0003712,GO:0003713,GO:0003723,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005682,GO:0005684,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006355,GO:0006357,GO:0006396,GO:0006397,GO:0006403,GO:0006725,GO:0006807,GO:0006950,GO:0007275,GO:0008134,GO:0008150,GO:0008152,GO:0008380,GO:0009266,GO:0009409,GO:0009628,GO:0009791,GO:0009845,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0015030,GO:0016043,GO:0016070,GO:0016071,GO:0016458,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0031047,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032259,GO:0032501,GO:0032502,GO:0032991,GO:0033036,GO:0034622,GO:0034641,GO:0035257,GO:0035258,GO:0043021,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043414,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044728,GO:0044877,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0046540,GO:0048518,GO:0048519,GO:0048522,GO:0048583,GO:0048584,GO:0048856,GO:0050681,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051252,GO:0051254,GO:0051427,GO:0060147,GO:0060148,GO:0060255,GO:0060964,GO:0060966,GO:0060968,GO:0065003,GO:0065007,GO:0070013,GO:0070920,GO:0071005,GO:0071011,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0080188,GO:0090304,GO:0090351,GO:0097159,GO:0097525,GO:0097526,GO:0120114,GO:0140110,GO:1901360,GO:1901363,GO:1902494,GO:1902680,GO:1903506,GO:1903508,GO:1903798,GO:1903800,GO:1990904,GO:2000112,GO:2000628,GO:2000630,GO:2000634,GO:2000636,GO:2000637,GO:2001141	None	pre-mRNA-processing factor	None
Cluster-2.23176	Cluster-3554.21821	8.12007471529728	GO:0016021, GO:0043662, GO:0009399, GO:0009877	None	Nodulin-25	None
Cluster-2.34848	Cluster-3554.13609	5.58114995743347	None	None	Putative PLAT/LH2 domain-containing protein	None
Cluster-2.43520	Cluster-7740.0	7.81891337227488	GO:0008168, GO:0032259	None	Putative tRNA (pseudouridine(54)-N(1))-methyltransferase	Ribosomal RNA small subunit methyltransferase NEP1-like
Cluster-2.38800	Cluster-3554.39707	5.37436486559184	GO:0000003,GO:0000323,GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0005791,GO:0005798,GO:0006508,GO:0006807,GO:0006810,GO:0006886,GO:0006950,GO:0007275,GO:0008104,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009555,GO:0009846,GO:0009856,GO:0009986,GO:0009987,GO:0010033,GO:0010243,GO:0010498,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0016787,GO:0019538,GO:0019899,GO:0022414,GO:0022607,GO:0030163,GO:0030176,GO:0030660,GO:0030970,GO:0031090,GO:0031224,GO:0031227,GO:0031410,GO:0031625,GO:0031982,GO:0031984,GO:0032501,GO:0032502,GO:0032527,GO:0032991,GO:0033036,GO:0033554,GO:0033619,GO:0034613,GO:0034976,GO:0036503,GO:0036513,GO:0042175,GO:0042221,GO:0042500,GO:0042802,GO:0042803,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044706,GO:0045184,GO:0046907,GO:0046983,GO:0048229,GO:0048856,GO:0050896,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051603,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0065003,GO:0070001,GO:0070011,GO:0070727,GO:0071458,GO:0071556,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0097708,GO:0098552,GO:0098553,GO:0098554,GO:0098562,GO:0098588,GO:0098796,GO:0098805,GO:0098827,GO:0098852,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1903513,GO:1904211	None	signal peptide	None
Cluster-2.25947	Cluster-15046.0	7.6929509786885	GO:0016021	GO:0016021	Putative gibberellin regulated protein	Putative gibberellin regulated protein
Cluster-2.29820	Cluster-3554.16469	6.61787315606384	GO:0046872, GO:0009878	None	Putative Late nodulin	None
Cluster-2.33056	Cluster-3554.9508	7.71210722732375	GO:0016021	None	hypothetical protein	None
Cluster-3057.0	Cluster-1078.0	8.8841174898102	GO:0005623, GO:0009055, GO:0015035, GO:0016740, GO:0050220, GO:0045454, GO:0055114	GO:0005623, GO:0009055, GO:0015035, GO:0016740, GO:0050220, GO:0045454, GO:0055114	Putative prostaglandin-E synthase	Putative prostaglandin-E synthase
Cluster-2.48235	Cluster-3554.24983	5.86280134525186	GO:0003674,GO:0003824,GO:0004396,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006000,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008865,GO:0009058,GO:0009987,GO:0010035,GO:0010038,GO:0016051,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019200,GO:0019318,GO:0019752,GO:0032787,GO:0042221,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046686,GO:0046835,GO:0050896,GO:0071704,GO:0072330,GO:1901576	GO:0003674,GO:0003824,GO:0004396,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006000,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008865,GO:0009058,GO:0009987,GO:0010035,GO:0010038,GO:0016051,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019200,GO:0019318,GO:0019752,GO:0032787,GO:0042221,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046686,GO:0046835,GO:0050896,GO:0071704,GO:0072330,GO:1901576	Belongs to the carbohydrate kinase PfkB family	Belongs to the carbohydrate kinase PfkB family
Cluster-2.9370	Cluster-14966.0	5.4767295904082	GO:0042973, GO:0005975, GO:0006952	GO:0042973, GO:0005975, GO:0006952	Putative glucan endo-1,3-beta-D-glucosidase	Putative glucan endo-1,3-beta-D-glucosidase
Cluster-2.48656	Cluster-2077.0	6.48064042154198	None	None	hypothetical protein	hypothetical protein
Cluster-2.14090	Cluster-13738.0	6.05694963574278	GO:0016021	GO:0016021	hypothetical protein	hypothetical protein
Cluster-2.32890	Cluster-3554.14417	7.19966814121872	GO:0003674,GO:0003824,GO:0004620,GO:0004630,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005886,GO:0005911,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0006950,GO:0008081,GO:0008150,GO:0008152,GO:0008219,GO:0009266,GO:0009409,GO:0009506,GO:0009628,GO:0009787,GO:0009789,GO:0009966,GO:0009967,GO:0009987,GO:0010119,GO:0010646,GO:0010647,GO:0012501,GO:0016020,GO:0016298,GO:0016787,GO:0016788,GO:0019637,GO:0023051,GO:0023056,GO:0030054,GO:0042578,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046473,GO:0046486,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050896,GO:0055044,GO:0065007,GO:0071704,GO:0071944,GO:0090333,GO:1901419,GO:1901421,GO:1905957,GO:1905959	None	Hydrolyzes glycerol-phospholipids at the terminal phosphodiesteric bond	None
Cluster-2.45704	Cluster-3554.8413	5.07050370820297	GO:0000079,GO:0000307,GO:0000902,GO:0000904,GO:0001932,GO:0001934,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007275,GO:0008150,GO:0009605,GO:0009607,GO:0009615,GO:0009653,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010026,GO:0010090,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010628,GO:0016043,GO:0016538,GO:0019207,GO:0019219,GO:0019220,GO:0019222,GO:0019887,GO:0030154,GO:0030234,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032989,GO:0032991,GO:0033674,GO:0042325,GO:0042327,GO:0043085,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043549,GO:0044093,GO:0044424,GO:0044464,GO:0045737,GO:0045787,GO:0045859,GO:0045860,GO:0045893,GO:0045935,GO:0045937,GO:0045944,GO:0048366,GO:0048367,GO:0048468,GO:0048518,GO:0048522,GO:0048731,GO:0048827,GO:0048856,GO:0048869,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051338,GO:0051347,GO:0051704,GO:0051707,GO:0051726,GO:0060255,GO:0061695,GO:0065007,GO:0065009,GO:0071840,GO:0071900,GO:0071902,GO:0080090,GO:0090558,GO:0090626,GO:0098772,GO:0099402,GO:1901407,GO:1901409,GO:1902494,GO:1902554,GO:1902680,GO:1902911,GO:1903506,GO:1903508,GO:1904029,GO:1904031,GO:1990234,GO:2000112,GO:2001141	None	Belongs to the cyclin family	None
Cluster-2.22621	Cluster-3554.29663	5.50175059588003	None	None	Transposase family tnp2	Transposase family tnp2
Cluster-2.36678	Cluster-3554.7485	6.28508010971621	None	None	None	None
Cluster-2.55533	Cluster-3554.45577	5.3007263708025	GO:0016021, GO:0015194, GO:0015825	None	Putative serine incorporator/TMS membrane protein	ADP-ribosylation factor GTPase-activating protein AGD14
Cluster-2.22746	Cluster-3554.27526	13.0909659054451	GO:0016021	None	hypothetical protein	tobamovirus multiplication protein
Cluster-2.29214	Cluster-3554.6732	5.17572162721211	None	None	Domain of unknown function (DUF4504)	hypothetical protein
Cluster-2.41853	Cluster-8676.0	5.59887708254599	GO:0005886, GO:0016021, GO:0005516, GO:0006952, GO:0009607	GO:0004439, GO:0046856	hypothetical protein	Mlo_family
Cluster-2.30565	Cluster-5919.0	5.01007218221937	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005527,GO:0005528,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0006457,GO:0006464,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010286,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0033554,GO:0034605,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0061077,GO:0070370,GO:0071704,GO:0097159,GO:0140096,GO:1901363,GO:1901564	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005527,GO:0005528,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0006457,GO:0006464,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010286,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0033554,GO:0034605,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0061077,GO:0070370,GO:0071704,GO:0097159,GO:0140096,GO:1901363,GO:1901564	Peptidyl-prolyl cis-trans isomerase	Peptidyl-prolyl cis-trans isomerase
Cluster-2.51272	Cluster-3554.35248	5.04653715441678	None	None	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	None
Cluster-2.16308	Cluster-3554.30603	5.37938214321976	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0070180,GO:0097159,GO:1901363,GO:1990904	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0070180,GO:0097159,GO:1901363,GO:1990904	Belongs to the universal ribosomal protein uL14 family	Belongs to the universal ribosomal protein uL14 family
Cluster-2.30081	Cluster-3554.43977	10.9997306537673	None	None	Late_nodulin_protein	None
Cluster-3020.0	Cluster-7762.0	5.09211082973726	GO:0009535, GO:0009941	GO:0009535, GO:0009941	Putative thylakoid soluble phosphoprotein TSP9	Putative thylakoid soluble phosphoprotein TSP9
Cluster-2.30535	Cluster-3554.13077	5.40047518243328	GO:0016614, GO:0050660, GO:0055114	GO:0016614, GO:0050660, GO:0055114	Putative tetrahydroberberine oxidase	Putative tetrahydroberberine oxidase
Cluster-2.6206	Cluster-2032.0	6.1106233776884	None	GO:0005737, GO:0005524, GO:0016874, GO:0031625, GO:0061630, GO:0006511, GO:0016567	zinc-binding in reverse transcriptase	zinc-binding_in_reverse_transcriptase
Cluster-2.47108	Cluster-2647.0	5.15933596267241	None	None	hypothetical protein	hypothetical protein
Cluster-2.52188	Cluster-3554.34643	5.76110681858283	GO:0005524, GO:0032542, GO:0055114, GO:0098869	None	Late_nodulin_protein	None
Cluster-2.60527	Cluster-424.0	5.4470281162362	None	None	Putative protein MIZU-KUSSEI 1-like, plant	mizu-kussei
